/class/@label;/class/aliases/alias/@title
间接法.现金净增加额差额(特殊报表科目);间接法现金净增加额差额(特殊报表科目)
间接法.现金净增加额差额(特殊报表科目);
单季度.净利润差额(合计平衡项目);单季度净利润差额(合计平衡项目)
单季度.净利润差额(合计平衡项目);
单季度.利润总额差额(特殊报表科目);单季度利润总额差额(特殊报表科目)
单季度.利润总额差额(特殊报表科目);
投资活动现金流出差额(特殊报表科目);
增发实际货币募集资金总额;募集资金总额
增发实际货币募集资金总额;
股权权益差额(合计平衡项目);
营业利润差额(特殊报表科目);
单季度.经营活动现金流出差额(特殊报表科目);单季度经营活动现金流出差额(特殊报表科目)
单季度.经营活动现金流出差额(特殊报表科目);
定向增发基准价格;定增价格
定向增发基准价格;定向增发价
定向增发基准价格;定向增发基准
定向增发基准价格;定增价
定向增发基准价格;
经营活动现金流出差额(合计平衡项目);
投资活动现金流出差额(合计平衡项目);
流动资产差额(合计平衡科目);
单季度.直接法.现金及现金等价物净增加额差额(特殊报表科目);单季度直接法现金及现金等价物净增加额差额(特殊报表科目)
单季度.直接法.现金及现金等价物净增加额差额(特殊报表科目);
营业总收入差额(合计平衡项目);
单季度.营业利润差额(合计平衡项目);单季度营业利润差额(合计平衡项目)
单季度.营业利润差额(合计平衡项目);
单季度.投资活动产生的现金流量净额差额(合计平衡项目);单季度投资活动产生的现金流量净额差额(合计平衡项目)
单季度.投资活动产生的现金流量净额差额(合计平衡项目);
流动资产差额(特殊报表科目);
单季度.投资活动现金流入差额(合计平衡项目);单季度投资活动现金流入差额(合计平衡项目)
单季度.投资活动现金流入差额(合计平衡项目);
单季度.投资活动现金流入差额(特殊报表科目);单季度投资活动现金流入差额(特殊报表科目)
单季度.投资活动现金流入差额(特殊报表科目);
直接法.现金及现金等价物净增加额差额(合计平衡项目);直接法现金及现金等价物净增加额差额(合计平衡项目)
直接法.现金及现金等价物净增加额差额(合计平衡项目);
单季度.营业利润差额(特殊报表科目);单季度营业利润差额(特殊报表科目)
单季度.营业利润差额(特殊报表科目);
投资活动现金流入差额(合计平衡项目);
最新资金流入;资金流入
最新资金流入;
最新资金流出;资金流出
最新资金流出;
最新资金净流入;资金净流入
最新资金净流入;
最新资金净流出;资金净流出
最新资金净流出;
涨停价;
跌停价;
最新价;目前价位
最新价;价格
最新价;最新收盘价
最新价;最新股价
最新价;现价
最新价;成交价
最新价;收盘价
最新价;股价
最新价;
最新开盘价;开盘价
最新开盘价;
最新收盘价;收盘
最新收盘价;收盘价
最新收盘价;最新收盘价
最新收盘价;
最新最高价;股价最高
最新最高价;最高价
最新最高价;
最新最低价;最低价
最新最低价;
最新换手率;换手
最新换手率;换手率
最新换手率;
最新振幅;振幅
最新振幅;
最新主力增仓额;
最新dde大单净额;dde大单净额
最新dde大单净额;dde
最新dde大单净额;净大单
最新dde大单净额;主力资金流入
最新dde大单净额;特大单量
最新dde大单净额;大单
最新dde大单净额;大笔
最新dde大单净额;
最新主力净流向;主力净流向
最新主力净流向;主力建仓
最新主力净流向;最新主力净流
最新主力净流向;
最新量比;量比
最新量比;
最新委比;委比
最新委比;
最新大盘开盘价;大盘开盘价
最新大盘开盘价;
最新大盘最高价;大盘最高价
最新大盘最高价;
最新大盘最低价;大盘最低价
最新大盘最低价;
最新大盘成交量;大盘成交量
最新大盘成交量;
外盘成交量;
内盘成交量;
最新成交量;买进成交量
最新成交量;成交量
最新成交量;成交
最新成交量;
最新涨跌幅;涨速
最新涨跌幅;升幅
最新涨跌幅;涨跌幅
最新涨跌幅;涨跌
最新涨跌幅;
最大涨幅;最高涨幅
最大涨幅;
最新涨跌停;涨跌停
最新涨跌停;
城市;
所属概念;概念
所属概念;
持股机构(近6月);
所属gics行业;
所属地域;
所属板块;
所属证监会辖区;
所属指数类;
实际控制人;
实际控制人类型;
副董事长;
市场总监;
高级技术人员;
首席运营官;
高管其他;
常务副总经理;
执行董事;
证券事务代表;
副级干部;
合规总监;
首席技术官;
首席执行官;
职工监事;
顾问;
副监事长;
监事会召集人;
总经理助理;
核心技术人员;
纪委书记;
工会主席;
党委书记;
首席金融业务执行官;
党委委员;
董事长助理;
监事会秘书;
组织部长;
名誉董事长;
首席风险官;
政府津贴;
高管学历;
高管国籍;
高管婚姻状况;
股票市场类型;
盘前所属热门概念;
所属热门概念;热门概念
所属热门概念;热门题材
所属热门概念;
盘前所属热门行业;
所属热门行业;热门行业
所属热门行业;行业热门
所属热门行业;
热门股;热门股票
热门股;热涨股
热门股;热点的股票
热门股;热点股
热门股;热点股票
热门股;热的股票
热门股;热门个股
热门股;热门的股票
热门股;热股
热门股;
所属利空行业;
所属利好行业;
所属热点事件;热点事件
所属热点事件;热门
所属热点事件;
个股热门等级;
上榜次数;龙虎
上榜次数;上榜
上榜次数;龙虎榜上榜次数
上榜次数;龙虎榜
上榜次数;
解禁股数;限售解禁
解禁股数;解禁
解禁股数;限售股解禁
解禁股数;解禁上市流通
解禁股数;
ah价格对比;
资金流入;无资金流出
资金流入;资金买入
资金流入;资金介入
资金流入;资金总流入
资金流入;资金流进
资金流入;资金进入
资金流入;资金进场
资金流入;流入资金额
资金流入;
资金流出;资金出逃
资金流出;流出资金额
资金流出;
资金净流入;净入
资金净流入;净资金流入
资金净流入;资金差流入
资金净流入;资金流入净值
资金净流入;净流入
资金净流入;
资金净流出;净流出
资金净流出;资金差流出
资金净流出;
涨跌停;
区间涨跌停;
连续涨停天数;
连续跌停天数;
量比;量比值
量比;
委比;委托比
委比;
大盘开盘价;
大盘最高价;
大盘最低价;
大盘成交量;
新股中签率;
网上发行日期;
招股日期;
新股上市日期;首发上市日期
新股上市日期;新股上市
新股上市日期;
发行总数;
新股发行价格;
认购倍数;
pe(发行后);pe
pe(发行后);
大宗交易笔数;
未来增长;
业绩增长潜力;
大宗交易均价;成交价格
大宗交易均价;
大宗交易量(汇总);
大宗交易额(汇总);
大宗交易日期;
大宗交易量(明细);大宗交易成交量
大宗交易量(明细);大宗交易成交数量
大宗交易量(明细);成交量
大宗交易量(明细);
大宗交易额(明细);大宗交易成交额
大宗交易额(明细);成交额
大宗交易额(明细);大宗交易成交金额
大宗交易额(明细);大宗交易
大宗交易额(明细);
大宗交易收盘价;
单个大宗交易价格;
成交价格;
大宗交易溢价率;
溢价率;
买方营业厅;
卖方营业厅;
基金持股家数;
基金持股合计;
基金持股占a股比例;
基金持股市值;
券商持股家数;
券商持股合计;
券商持股占a股比例;
券商持股市值;
保险公司持股家数;
保险公司持股合计;
保险公司持股占a股比例;
保险公司持股市值;
社保基金持股家数;
社保基金持股合计;
社保基金持股占a股比例;
社保基金持股市值;
qfii持股家数;
qfii持股合计;
qfii持股占a股比例;
qfii持股市值;
其他持股家数;
其他持股合计;
其他持股占a股比例;
其他持股市值;
机构股东代码;
机构股东名称;股东名称
机构股东名称;
机构股东类型;
机构持股数量;
机构持股占a股比例;
机构所属公司;
独董离职日期;
最新所属热门行业;所属热门行业
最新所属热门行业;
最新盘前所属热门行业;所属热门行业
最新盘前所属热门行业;
最新所属热门概念;所属热门概念
最新所属热门概念;
最新交易状态;交易状态
最新交易状态;
最新盘前所属热门概念;所属热门概念
最新盘前所属热门概念;
最新热门股;最新热门股票
最新热门股;热门股
最新热门股;
最新所属利空行业;所属利空行业
最新所属利空行业;
最新所属利好行业;所属利好行业
最新所属利好行业;
最新所属热点事件;所属热点事件
最新所属热点事件;
最新个股热门等级;个股热门等级
最新个股热门等级;
基础面得分;诊股基础面得分
基础面得分;基本面得分
基础面得分;
技术面得分;技术得分
技术面得分;
资金面得分;
消息面得分;
行业面得分;
综合得分;
诊股评级;
短期趋势;
中期趋势;
长期趋势;
高管生日;
高管工作过的企业;
高管毕业学校;
高管是否为官员;
持有股票的基金经理;
公告类型;
泛概念;
股吧类型;
横盘;箱体震荡
横盘;区间整理
横盘;平台震荡
横盘;横向整理
横盘;横盘不迭
横盘;横盘整理
横盘;横盘震荡
横盘;盘整
横盘;盘整态势
横盘;矩形通道
横盘;短期横盘
横盘;窄幅震荡
横盘;箱体
横盘;横盆
横盘;
天量;
地量;收地量
地量;
归属于母公司所有者的净利润;归属母公司股东净利润
归属于母公司所有者的净利润;np
归属于母公司所有者的净利润;归属与母公司股东净利润
归属于母公司所有者的净利润;归属于母公司的净利润
归属于母公司所有者的净利润;归属于母公司股东净利润
归属于母公司所有者的净利润;归属于母公司股东的利润
归属于母公司所有者的净利润;归属母公司净利润
归属于母公司所有者的净利润;归属母公司所有者净利润
归属于母公司所有者的净利润;归属母公司所有者的净利润
归属于母公司所有者的净利润;归属母公司的净利润
归属于母公司所有者的净利润;股东收益
归属于母公司所有者的净利润;业绩
归属于母公司所有者的净利润;利润
归属于母公司所有者的净利润;净利润
归属于母公司所有者的净利润;
单季度.归属于母公司所有者的净利润;单季度归属于母公司所有者的净利润
单季度.归属于母公司所有者的净利润;单季度.归属母公司股东的净利润
单季度.归属于母公司所有者的净利润;单季度.净利润
单季度.归属于母公司所有者的净利润;
dde大单净额;大单金额
dde大单净额;dde
dde大单净额;主力大单
dde大单净额;主力特大单
dde大单净额;主力超大单
dde大单净额;大单净额
dde大单净额;大单量
dde大单净额;dde资金
dde大单净额;dde大单金额
dde大单净额;资金大单
dde大单净额;主力
dde大单净额;dde金额
dde大单净额;
目标价(综合值);
未来3年主营业务收入复合年增长率;
董事长(现任);
区间融券偿还量;
单季度.基本每股收益;
董事长(历任);
流通市值;
区间融资买入额;区间融资
区间融资买入额;
扣除非经常性损益后的净利润(ttm);
目标价(max);
目标价(min);
区间融券卖出量;
单季度.稀释每股收益;
区间融资偿还额;
中阴线;
大阴线;长阴线
大阴线;大阴
大阴线;巨阴
大阴线;长阴
大阴线;巨阴线
大阴线;
光脚阴线;线
光脚阴线;
光头阴线;
光头光脚阴线;
假阳线;假阳
假阳线;伪阳
假阳线;伪阳线
假阳线;
光脚阳线;收光脚阳线
光脚阳线;
光头阳线;平头阳线
光头阳线;收光头阳线
光头阳线;收出光头阳线
光头阳线;收盘光头阳线
光头阳线;
光头光脚阳线;
阴线;收阴线
阴线;收阴
阴线;
小阴星;
小阴线;小阴
小阴线;收小阴
小阴线;
lwr;慢速威廉指标
lwr;
长上影线;长上影
长上影线;上长影
长上影线;长上影线
长上影线;上影线长
长上影线;上长影线
长上影线;收长上影线
长上影线;收长上引线
长上影线;收长上影
长上影线;长上引线
长上影线;
上影线;上影k线
上影线;上引线
上影线;上影
上影线;收上影线
上影线;
长下影线;长下影
长下影线;下长影
长下影线;下影线很长
长下影线;下影线长
长下影线;下长影线
长下影线;收长下影
长下影线;收长下影线
长下影线;
下影线;下阴线
下影线;下引线
下影线;下影
下影线;下影k线
下影线;收下影线
下影线;
向上跳空缺口;高开跳空缺口
向上跳空缺口;上跳缺口
向上跳空缺口;缺口在下
向上跳空缺口;跳空缺口
向上跳空缺口;高开不补缺口
向上跳空缺口;高开收盘缺口不补
向上跳空缺口;高开留缺口
向上跳空缺口;高开缺口不补
向上跳空缺口;股价跳空缺口
向上跳空缺口;
向下跳空缺口;向下缺口
向下跳空缺口;
一阳五线;1阳穿5均线
一阳五线;
刺穿线;
十字星;变盘十字星
十字星;十之星
十字星;十字
十字星;十字线
十字星;反转十字星
十字星;收星
十字星;收十字星
十字星;收盘十字星
十字星;
阳包阴;阳线大于阴线
阳包阴;包阴
阳包阴;阳克阴
阳包阴;阳吞阴
阳包阴;长阳包阴
阳包阴;阳夹阴
阳包阴;收盘阳包阴
阳包阴;
双飞乌鸦;
pbx;瀑布线
pbx;
旭日初升;
红三兵;红3兵
红三兵;3个红小兵
红三兵;三红兵
红三兵;紅三兵
红三兵;
鹤立鸡群;
仙鹤神针;
士兵突击;
trix;三重平滑指数平均线
trix;
均线;移动平均线
均线;日线
均线;线
均线;均价线
均线;均日线
均线;平均线
均线;平滑移动均线
均线;移动均线
均线;ma
均线;
macd;macs
macd;mcad
macd;macd指标
macd;
dea值;dea
dea值;
中流砥柱;
阳盖阴;
abs_kdj;
存款余额;
mtm;
bias;乖离率
bias;乘离率
bias;乖离
bias;bias3
bias;
zlmm;
cci;顺势指标
cci;ccl
cci;cci指标
cci;
d值;
dma;
rsi;相对强弱指标
rsi;价格相对强弱指标
rsi;相对价格强弱指数
rsi;
wr;威廉指标
wr;wr指标
wr;
boll;布林通道
boll;布林
boll;布林线
boll;boll线
boll;boll指标
boll;boii
boll;
dmi;
cr;
金针探底;神针探底
金针探底;单针探底
金针探底;
双针探底;双针
双针探底;双 针
双针探底;
底部缩量;
底部孕线;
短线超跌;
中线超跌;超跌股
中线超跌;超跌
中线超跌;
长线超跌;
阴包阳;
穿头破脚;
锤子线;锤子形
锤子线;锤头线
锤子线;锤子k线
锤子线;收盘锤子线
锤子线;
倒锤线;倒锤子线
倒锤线;倒锤头
倒锤线;倒锤头线
倒锤线;倒锤子
倒锤线;收倒锤子线
倒锤线;
吊颈线;吊首线
吊颈线;上吊线
吊颈线;吊颈
吊颈线;
射击之星;
突出重围;
vr;
回踩通道线;
反弹先锋;
早晨之星;黎明之星
早晨之星;启明星
早晨之星;希望之星
早晨之星;清晨之星
早晨之星;收盘是早晨之星
早晨之星;
上升通道;趋势上涨
上升通道;上升势头
上升通道;上升趋势
上升通道;上涨趋势
上升通道;上涨通道
上升通道;上涨驱势
上升通道;多头行情
上升通道;日线上扬
上升通道;短线上升
上升通道;上升通到
上升通道;上升途中
上升通道;强势上升中
上升通道;
海底捞月;海底月
海底捞月;
四阳夹一阴;
曙光初现;署光初现
曙光初现;
趋势拐点;
短线回调;
聚宝盆;
w底;双重底
w底;w双底
w底;w图形
w底;w型
w底;w字形
w底;w形态
w底;w行
w底;两重底
w底;双型底
w底;双底
w底;双底图形
w底;w低
w底;
杯柄形态;杯柄突破
杯柄形态;
早晨十字星;早晨十子星
早晨十字星;
两红夹一黑;双阳夹阴
两红夹一黑;两红夹一绿
两红夹一黑;两阳一阴
两红夹一黑;两阳加一阴
两红夹一黑;两阳夹一阴
两红夹一黑;二红包一黑
两红夹一黑;二红夹一黑
两红夹一黑;二阳包一阴
两红夹一黑;二阳夹一阴
两红夹一黑;双阳夹一阴
两红夹一黑;
底部放量;底部放大量
底部放量;低位放量
底部放量;低部放量
底部放量;底步放量
底部放量;底线放量
底部放量;底部成交量明显放大
底部放量;底部成交量放大
底部放量;
一阳三线;一阳穿三线
一阳三线;1阳穿3线
一阳三线;一日三线
一阳三线;一阳3线
一阳三线;一阳吞三线
一阳三线;一阳穿3线
一阳三线;
主力追踪;
旗形;
黄昏之星;黄婚之星
黄昏之星;
短线超卖;
sar抛物转向交易系统;
太阳线;
阶段抄底;
放量突破;放量过头
放量突破;放量过前面高点
放量突破;
回调缩量;
小三阳;
双岛反转;
仙人指路;
涨停回马枪;
假阴线;假阴
假阴线;伪阴
假阴线;伪阴线
假阴线;收假阴线
假阴线;假阴真阳
假阴线;
平步青云;
尖三兵;
量顶天立地;
三线开花;
多方炮;多头炮
多方炮;
出水芙蓉;芙蓉出水
出水芙蓉;出水夫蓉
出水芙蓉;水出芙蓉
出水芙蓉;
强中选强;
池底巨龙;
突破压力位;突破压力
突破压力位;
明月战神;
超级短线波段;
大s均线;大s型
大s均线;s均线
大s均线;s型
大s均线;均线大s
大s均线;
串阴k线;
箱体突破;震荡突破
箱体突破;向上突破箱体
箱体突破;平台上破
箱体突破;横盘突破
箱体突破;突破前期震荡整理
箱体突破;突破整理
箱体突破;突破整理平台
箱体突破;突破横盘
箱体突破;突破盘局
箱体突破;突破盘整
箱体突破;突破箱体
箱体突破;突破箱型
箱体突破;
底部红三兵;底三兵
底部红三兵;
红二兵;
下降通道;下跌通道
下降通道;下跌趋势
下降通道;
火箭升空;
行情收盘价;价格
行情收盘价;
季价托;
行情开盘价;
行情最新价;
数值线;
金蜘蛛;
行情成交量;
vol;量线
vol;均量线
vol;平均成交量
vol;成交量均线
vol;成交量线
vol;成交量
vol;
expma;expma线
expma;
老鸭头;
连续拉升;
青龙取水;
蜻蜓点水;
秋影金波;
上升三法;
身怀六甲;身怀6甲
身怀六甲;孕线
身怀六甲;孕线组合
身怀六甲;
一字线;一字板
一字线;一子板
一字线;
未来业绩增长;
品牌;
核心技术;
业绩爆发;业绩暴增
温和放量;量能温和放大
温和放量;成交量出现温和放大
温和放量;成交量温和放大
温和放量;
放巨量;特大放量
放巨量;倍量放量
放巨量;剧烈放量
放巨量;大幅放量
放巨量;巨量
放巨量;成交大量
放巨量;成交巨量
放巨量;放大量
放巨量;放量大增
放巨量;明显放量
放巨量;
长期横盘;长期恒盘整理
长期横盘;长时间横盘
长期横盘;长期平盘
长期横盘;长期盘整
长期横盘;
低位大阳;
低位横盘;底部震荡
低位横盘;低位整理
低位横盘;低位震荡
低位横盘;地位盘整
低位横盘;底部区域
低位横盘;底部平台
低位横盘;
顶部放量;
巨量长阳;放巨量长阳
巨量长阳;
高位横盘;高位震荡
高位横盘;高位盘整
高位横盘;
价升量涨;量价齐高
价升量涨;价涨量升
价升量涨;放量上涨
价升量涨;带量上升
价升量涨;
短线多头;
中期均线买入;
最新股价创历史新高;
最新股价创历史新低;
最新股价创阶段新高;
最新股价创阶段新低;
阶段放量;
阶段缩量;
平台整理;箱形整理
平台整理;矩形形态
平台整理;箱体整理
平台整理;箱底整理
平台整理;
突破平台;平台突破
突破平台;平台 突破
突破平台;
obv;0bv
obv;ovb
obv;
cys;短线盈亏
cys;
psy;
mfi;
amo;
一阳二线;一阳站两线
一阳二线;1阳穿2线
一阳二线;
asi;
amv;成本均价线
amv;
adtm;
roc;
bbi;
arbr;arbr指标
arbr;arbr
arbr;
zbcd;
qlcx;
emv;
dpo;
月价托;
阳线;阳量
阳线;收阳线
阳线;收阳
阳线;真阳线
阳线;红k线
阳线;红线
阳线;红量
阳线;
小阳星;
小阳线;小阳
小阳线;收小阳线
小阳线;收小阳
小阳线;
中阳线;中阳
中阳线;
大阳线;长阳线
大阳线;长阳
大阳线;收长阳
大阳线;收大阳线
大阳线;
t字线;蜻蜓线
t字线;收t字线
t字线;
倒t字线;
阶段平台整理;
阶段突破平台;突破平台
阶段突破平台;
行情最低价;
行情最高价;
新手炒股;
均线出牛股;
未创新低;
业绩良好;
跑输大盘;
走势强于大盘;
中小盘股;中小股
中小盘股;
中盘股;
大盘股;
超大盘股;
利润分配预案;
高开低走;
没有分红;
业绩不错;
存在债务;
基金;的基金
基金;
股价营收比;
存贷比比;
垄断;
分过红;
黑马;
预收销售率;
十股送十股;
二线蓝筹;
异常交易信息;
主力资金净流入;
主力资金净流出;
破净;
社保持仓;
投资收益占比;
现金比率;
最低破净;
发生正额担保;
营业利润率;主营净利率
营业利润率;主营业务利润率
营业利润率;
管理费用率;
不分红不转增;
最赚钱;
权益比;
大盘走势相同;
有保留意见;
业绩超预期;
业绩优良;
成长性最强;
业绩暴增;
业绩拐点;
业绩微增;
资本公积金转增注册资本;
股利支付率;
主力资金持续流入;
牛股;牛选股
牛股;
新股;
垄断性;
垄断行业;
垄断个股;
跳空低开;向下跳空
跳空低开;低开跳空
跳空低开;
跳空高开;跳空
跳空高开;向上跳空高开
跳空高开;向上跳空
跳空高开;
成长快;成长
成长快;
跳空大涨;
ene;
收购;
现金分红比例;
机构本期持股占流通股比例;主力持仓
机构本期持股占流通股比例;主力
低开;
绩优股;
次新股;次新
次新股;
收盘获利;获利盘
收盘获利;获利收盘
收盘获利;获利比例
收盘获利;
摘帽预期;
筹码高度集中;
高开高走;
净利润复合季增长率;
两黑夹一红;
平量;
机构本期持股市值;
机构本期持股数量;持股数量
重组;
申万二级行业排名;
申万一级行业排名;
同花顺一级行业排名;
同花顺二级行业排名;
同花顺三级行业排名;同花顺行业排名
新证监会一级行业排名;证监会行业排名
申万三级行业排名;行业排名
申万三级行业排名;行业地位
申万三级行业排名;申万行业排名
qfii持股报告期;
qfii本期持股市值;
qfii本期持股占流通股比例;
qfii本期持股数量;
保险公司持股报告期;
保险公司本期持股市值;
保险公司本期持股占流通股比例;
保险公司本期持股数量;
券商持股报告期;
券商本期持股市值;
券商本期持股占流通股比例;
券商本期持股数量;
社保基金持股报告期;
社保基金本期持股市值;
社保基金本期持股占流通股比例;
社保基金本期持股数量;持股数量
信托公司持股报告期;
信托公司本期持股市值;
信托公司本期持股占流通股比例;
信托公司本期持股数量;信托持股数量
信托公司本期持股数量;
基金持股报告期;
基金本期持股市值;
基金本期持股占流通股比例;基金持股占流通股比例
基金本期持股数量;
机构持股报告期;
机构持股家数;
信托公司持股家数;信托持股家数
解禁股类型;
业绩报告;业绩公告
牛叉诊股综合评分;综合诊断
牛叉诊股综合评分;牛叉得分
牛叉诊股综合评分;牛叉诊股
牛叉诊股综合评分;综合评分
牛叉诊股综合评分;牛叉评分
牛叉诊股综合评分;评分
牛叉诊股综合评分;
技术面评分;
消息面评分;
行业面评分;
基本面评分;
资金面评分;
董事长变更;
董事会秘书变更;
对内担保;
股权质押解除;
委托理财;
处罚整改;
要约收购;
对外担保;
诉讼;
项目投资;
吸收合并;
回购失败;
购买理财;
机构调研;
总经理变更;
重组失败;
重组复牌;
重组停牌;
退市警示;
期权激励;
董事变更;
财务总监变更;
重组成功;
银行贷款;
风险警示;
最新公告;
暂停上市;
利空股票;利空消息
利空股票;
高管变动;
股权质押;
股权激励;
股改承诺;
股价异动;
终止项目投资;
终止重大合同;
签订重大合同;
税收优惠;
申请撤销风险;
申请撤销退市警示;
申请撤销警示;
申请撤销其他警示;
独立董事变更;
正在重组;
政策优惠;政府补贴
收购成功;
撤销退市;
撤销警示;
撤销其他警示;
摘帽申请;
摘帽成功;
摘帽失败;
换股吸收合并;
招股说明书;
担保事项;
恢复上市;
增发获准;
回购完成;
可能退市警示;
其他警示;
公告高管增持;
公告重大利空;
公告重大利好;
公告大股东增持;
公告大股东减持;
公告利空;
公告利好;
仲裁;
互相担保;
重大利好股票;重磅利好消息
重大利好股票;重大利好
重大利好股票;
重大利空股票;
研报评级;
重组传闻;重组预期
价跌量缩;缩量下跌
价跌量缩;
价跌量升;
价升量缩;
贝塔系数;
一阳包四阴;
高管当日持股变动股数合计;
增减持高管职位;
高管变动股数明细;
高管增减持变动日期;
duy;
股价高于前期放量股价;
营业部卖出金额;
营业部买入金额;
上榜原因;龙虎榜
上榜原因;
论坛类型;
研报类型;
营业部名称;
上市首年净利润同比增长率;
营业部净额;
区间主动买入特大单金额;
区间被动买入特大单金额;
区间主动卖出特大单金额;
区间被动卖出特大单金额;
区间主动买入大单金额;
区间被动买入大单金额;
区间主动卖出大单金额;
区间被动卖出大单金额;
区间主动买入中单金额;
区间被动买入中单金额;
区间主动卖出中单金额;
区间被动卖出中单金额;
区间小单买入金额;
区间小单卖出金额;
区间主动买入特大单量;
区间被动买入特大单量;
区间主动卖出特大单量;
区间被动卖出特大单量;pegs
区间主动买入大单量;
区间被动买入大单量;
区间主动卖出大单量;
区间被动卖出大单量;
区间主动买入中单量;
区间被动买入中单量;
区间主动卖出中单量;
区间被动卖出中单量;
区间小单买入量;
区间小单卖出量;
金额流入率;
区间金额流入率;
主动买入特大单量;
被动买入特大单量;
主动卖出特大单量;
被动卖出特大单量;
主动买入大单量;
被动买入大单量;
主动卖出大单量;
被动卖出大单量;
主动买入中单量;
被动买入中单量;
主动卖出中单量;
被动卖出中单量;
小单买入量;
小单卖出量;
最新资金流出_inner;
最新资金流入_inner;
低开高走;
高位收阴;
反弹;反转
资金流向;
一阳四线;一阳穿四线
一阳四线;一阳上穿4线
垄断概念;
垄断型;
垄断地位;
泛产品;
主力控盘;高度控盘
主力控盘;
车板价;
价格;
期货收盘价;
收储价格;
现货均价;
市场均价;
现货价;现货价格
现货价;
港口价格;港口价
港口价格;
报价;
邮票价格;
指数;
普钢指数;
费城半导体指数(sox);
综合指数;
价格指数;
市场信心指数;
运费指数;
现货指数;
采购经理人指数;
工业品出厂价格指数;
新增非农就业人数;
基金利率;
财政收入;
税收收入;
财政赤字;
社会消费品零售总额;
工业增加值;
入境人数;
业务总量;
单位个数;
克强指数;
abs_持股状况;
持股市值;所持股票的市值
持股市值;
持股数量;
持股比例;持股
持股比例;
abs_工作状况;
婚姻状况;
国籍;
性别;
生肖;属相
生肖;
出生日期;
年龄;年纪
年龄;
学历;
高管;
副总经理;
总经理;
独立董事;独董
独立董事;
监事;
监事长;
董事;
董事会秘书;
董事长;
财务总监;
股东;股东
股东;
预告净利润同比增长率;预告净利润
预告净利润同比增长率;
股票;的股票
姓名;名字
姓名;名称
姓名;人名
姓名;
abs_人;
国际旅游外汇收入;
有价证券余额;
j值;j
j值;j线
j值;
进口数量;
任职日期;上台时间
任职日期;
k值;k
k值;k值
k值;
kdj;随机指标
kdj;kd
kdj;kdi
kdj;kdj线
kdj;
贷款余额;
skdj;慢速kd
skdj;skd
skdj;skjd
skdj;
占款余额;
离任日期;下台时间
离任日期;
薪酬;薪水
薪酬;工资
薪酬;收入
薪酬;年薪
薪酬;
abs_政府关系;
是否为官员;是否为官
是否为官员;
从业人员数;
机构数量;
实收资本;
存贷款;
存款;
贷款;
基金简称;
基金代码;
复权单位净值增长率;净值回报
复权单位净值增长率;涨跌幅
复权单位净值增长率;收益率
复权单位净值增长率;
7日年化收益率;涨跌幅
7日年化收益率;收益率
7日年化收益率;
金额;
diff值;diff
diff值;dif
diff值;
wr2值;wr2
wr2值;
wr1值;wr1
wr1值;
virtual;
机构净额;
新增机构本期持股占流通股比例;主力开始建仓
新增机构本期持股占流通股比例;主力建仓
新增机构本期持股占流通股比例;
省份;
公告;工作报告
公告;投资者关系
公告;合同样本
公告;特停
公告;监事会
公告;董事会
研报;研究报告
适合定投;
股吧;
微博;
论坛;forum
博客;
信息;
港股简称;
周期性公告;
事件公告;
a股;
增发承销保荐费用;
基金经理名称;基金经理
点评;看法
上市板块;
新股所属行业;
发行市盈率;
新股发行总数;
网上发行数量;
新股主承销商;
申购日期;
解禁金额;
基金规模;
机构买入金额;
平均振幅;
其他研报;
保险;
券商;
私募;
信托;
政府机构;
调研券商名称;
美股;
银行;
交易所;
大股东当日持股变动股数合计;
解禁日期;
机构卖出金额;
区间机构卖出金额;
配股预案公告日;
下载;
调研私募名称;
调研机构名称;
调研机构家数;
调研基金名称;
调研基金家数;
调研券商家数;
调研私募家数;
调研保险名称;
调研保险家数;
调研qfii家数;
调研qfii名称;
每股分红送转;
近期创历史新低;
区间平均收盘价;
平均成本;
集中度90;
集中度70;
最新成交额;
最大跌幅;
新闻类型;
相关新闻;
高管变动均价明细;
高管占流通股比明细;
高管变动市值明细;
高管变动类型明细;
增减持高管名称;
高管当日持股变动市值合计;
高管当日持股占流通股比例合计;
解禁比例;
分红明细;分红
分红明细;
年度是否分红;
年度分红明细;
新增机构持股报告期;
新增机构持股家数;
新增机构本期持股市值;
新增机构本期持股数量;
新增qfii持股家数;
新增qfii本期持股市值;
新增qfii本期持股占流通股比例;
新增qfii本期持股数量;
新增保险公司持股家数;
新增保险公司本期持股市值;
新增保险公司本期持股占流通股比例;
新增保险公司本期持股数量;
新增券商持股家数;
新增券商本期持股市值;
新增券商本期持股占流通股比例;
新增券商本期持股数量;
新增社保基金持股家数;
新增社保基金本期持股市值;
新增社保基金本期持股占流通股比例;
新增社保基金本期持股数量;
新增信托公司持股家数;
新增信托公司本期持股市值;
新增信托公司本期持股占流通股比例;
新增信托公司本期持股数量;
新增基金持股家数;
新增基金本期持股市值;
新增基金本期持股占流通股比例;
新增基金本期持股数量;
区间日均振幅;
区间日均市盈率(pe);
区间日均市净率(pb);
归属母公司股东的净利润(同比增长率)季度均值;
归属母公司股东的净利润(同比增长率)年度均值;
销售毛利率季度均值;
销售毛利率年度均值;
融资买入量;
融资偿还量;
融资余量;
融券卖出额;
融券偿还额;
区间融资买入量;
区间融资偿还量;
区间融券卖出额;
区间融券偿还额;
增发保荐人;
